603255,6626385,-1.98,Measure
603245,6626389,1.17,Measure
603258,6626417,1.17,Measure
603267,6626413,-1.98,Measure
603255,6626385,-1.98,Measure
603245,6626389,1.17,Measure
603258,6626417,1.17,Measure
603267,6626413,-1.98,Measure
603255,6626385,-1.98,Measure
603245,6626389,1.17,Measure
603258,6626417,1.17,Measure
603267,6626413,-1.98,Measure
